team_key,opr,auto_opr,tele_opr,rp_opr
frc2106,36.64936009545039,15.43636928557992,20.013085917150228,1.3683352133464817
frc3136,33.57931946609835,10.894241235064674,21.42989913549322,1.9983322581603877
frc346,33.43685540397246,14.536900174618744,17.905121243725063,1.7888439077804883
frc5804,25.3811250732486,7.056013657737589,16.539331772351076,1.163276421373199
frc3939,22.596032160436522,6.628561405729061,11.285111064298285,0.8780546031782889
frc5338,21.77937734437226,4.7557699008568095,15.158133283604666,1.1435897110731275
frc6802,21.718851841788467,6.20639831081842,15.208064075983351,0.6734226306334171
frc1599,21.30035555583116,5.070300970202201,13.138501671985262,1.0156493370297695
frc5724,21.09504696706551,6.237625793420907,15.165551751209689,0.48946263594776296
frc9709,20.545510882122265,10.37377199428806,8.897231204852206,0.875568587406493
frc2890,18.379994787458777,6.6307766779232065,12.822269238615224,0.14487218661316273
frc1262,17.207455091755833,5.785848011470182,11.54274062502103,0.7453011964325192
frc3361,15.400916804399321,11.157242034715145,3.74410205528149,0.42435916766008436
frc1610,15.278827182519839,2.432622608832883,11.225692817093606,1.0540828036352923
frc1086,15.249392185412896,1.2447398782100867,13.843643078536768,0.36385724577805245
frc4472,14.274540676247458,7.799476351928071,4.333169895649033,-0.023250110746330342
frc1522,13.876725924537059,3.080449110975603,8.867735448433232,0.20090160756502737
frc6194,11.51390650717245,3.9539293361761167,3.1661514586441935,-0.13113510725815714
frc2068,10.937020885423495,5.941200479310094,3.2104729946970187,0.12510403159345274
frc4821,9.659993781741099,5.767980651877236,1.880302829905284,-0.05114358379353231
frc2186,8.532173057170407,3.222184310433796,4.416115032265631,0.7766182665593918
frc2988,8.439901158320074,3.9896748291078183,3.9248818066859994,-0.400396436913209
frc6882,8.29950709632173,1.6610528852118673,4.2775337432982825,0.2295221710962216
frc977,7.017412512240883,4.313255547042597,3.012127793590786,-0.003134222812552628
frc4286,6.308684834185081,4.497699889118706,3.559422477461744,0.18081363534017114
frc5954,5.731849801237102,1.2209510085048596,5.88720121772601,-0.32052720694727577
frc617,4.2990190324277435,0.5366926818219196,4.695753591458487,0.1625972710783477
frc404,4.274828876709379,-0.1640636823649163,1.2779643413554331,-0.35637051173973916
frc540,3.6664196850133055,2.125123740753807,0.899915135783147,0.01564658850293413
frc2998,3.0695953293200597,1.3572109206345304,1.506106631177881,-0.2822542975732776
